,risk_category,state_name,county_name,census_tract_code
68531,Other Coastal,Florida,Broward,12011060211
68688,Other Coastal,Florida,Broward,12011110358
69975,Other Coastal,Florida,Broward,12011110330
70441,Other Coastal,Florida,Broward,12011110352
70442,Other Coastal,Florida,Broward,12011110365
70443,Other Coastal,Florida,Broward,12011030803
70655,Other Coastal,Florida,Broward,12011070331
71230,Other Coastal,Florida,Broward,12011020317
71369,Other Coastal,Florida,Broward,12011050315
71535,Other Coastal,Florida,Broward,12011020209
71654,Other Coastal,Florida,Broward,12011020313
71656,Other Coastal,Florida,Broward,12011031001
71715,Other Coastal,Florida,Broward,12011070602
71931,Other Coastal,Florida,Broward,12011030804
72725,Other Coastal,Florida,Broward,12011020316
72726,Other Coastal,Florida,Broward,12011060503
73055,Other Coastal,Florida,Broward,12011091202
73068,Other Coastal,Florida,Broward,12011060122
73097,Other Coastal,Florida,Broward,12011030402
73312,Other Coastal,Florida,Broward,12011020326
74108,Other Coastal,Florida,Broward,12011020407
74958,Other Coastal,Florida,Broward,12011100302
74959,Other Coastal,Florida,Broward,12011110363
76205,Other Coastal,Florida,Broward,12011090802
76206,Other Coastal,Florida,Broward,12011020325
76207,Other Coastal,Florida,Broward,12011043002
76208,Other Coastal,Florida,Broward,12011110501
76627,Other Coastal,Florida,Broward,12011110327
76918,Other Coastal,Florida,Broward,12011100203
76919,Other Coastal,Florida,Broward,12011020420
76920,Other Coastal,Florida,Broward,12011091602
77913,Other Coastal,Florida,Broward,12011070324
78489,Other Coastal,Florida,Broward,12011070306
78499,Other Coastal,Florida,Broward,12011110332
79781,Other Coastal,Florida,Broward,12011070213
80002,Other Coastal,Florida,Broward,12011060606
80120,Other Coastal,Florida,Broward,12011020315
80121,Other Coastal,Florida,Broward,12011060402
80370,Other Coastal,Florida,Broward,12011110303
80371,Other Coastal,Florida,Broward,12011050800
81446,Other Coastal,Florida,Broward,12011060504
82030,Other Coastal,Florida,Broward,12011100804
82189,Other Coastal,Florida,Broward,12011110357
82332,Other Coastal,Florida,Broward,12011050601
82337,Other Coastal,Florida,Broward,12011070402
82525,Other Coastal,Florida,Broward,12011040506
82723,Other Coastal,Florida,Broward,12011070323
83459,Other Coastal,Florida,Broward,12011020318
84256,Other Coastal,Florida,Broward,12011010702
84364,Other Coastal,Florida,Broward,12011060125
84493,Other Coastal,Florida,Broward,12011020314
84497,Other Coastal,Florida,Broward,12011050301
84856,Other Coastal,Florida,Broward,12011080104
283,Other Coastal,Florida,Brevard,12009064126
289,Other Coastal,Florida,Brevard,12009071342
744,Other Coastal,Florida,Brevard,12009064701
1208,Other Coastal,Florida,Brevard,12009064128
1723,Other Coastal,Florida,Brevard,12009060201
2979,Other Coastal,Florida,Brevard,12009071343
3916,Other Coastal,Florida,Brevard,12009065126
4044,Other Coastal,Florida,Brevard,12009064702
4516,Other Coastal,Florida,Brevard,12009062402
4888,Other Coastal,Florida,Brevard,12009071203
11275,Other Coastal,Florida,Brevard,12009071346
11276,Other Coastal,Florida,Brevard,12009071347
11277,Other Coastal,Florida,Brevard,12009065025
11279,Other Coastal,Florida,Brevard,12009071350
11281,Other Coastal,Florida,Brevard,12009063108
11283,Other Coastal,Florida,Brevard,12009071204
12357,Other Coastal,Florida,Brevard,12009063109
12358,Other Coastal,Florida,Brevard,12009071341
12359,Other Coastal,Florida,Brevard,12009064130
13741,Other Coastal,Florida,Brevard,12009062600
13791,Other Coastal,Florida,Brevard,12009064500
13792,Other Coastal,Florida,Brevard,12009065022
13794,Other Coastal,Florida,Brevard,12009061100
15164,Other Coastal,Florida,Brevard,12009061001
15165,Other Coastal,Florida,Brevard,12009062109
15167,Other Coastal,Florida,Brevard,12009063105
21381,Other Coastal,Florida,Brevard,12009062500
21479,Other Coastal,Florida,Brevard,12009064602
22740,Other Coastal,Florida,Brevard,12009064601
23845,Other Coastal,Florida,Brevard,12009063106
23898,Other Coastal,Florida,Brevard,12009063102
23940,Other Coastal,Florida,Brevard,12009062110
24687,Other Coastal,Florida,Brevard,12009071202
25236,Other Coastal,Florida,Brevard,12009065130
28003,Other Coastal,Florida,Brevard,12009062108
28756,Other Coastal,Florida,Brevard,12009062115
29498,Other Coastal,Florida,Brevard,12009065023
30350,Other Coastal,Florida,Brevard,12009071201
31197,Other Coastal,Florida,Brevard,12009064102
33109,Other Coastal,Florida,Brevard,12009062401
34088,Other Coastal,Florida,Brevard,12009062111
36589,Other Coastal,Florida,Brevard,12009065131
36714,Other Coastal,Florida,Brevard,12009062301
38848,Other Coastal,Florida,Brevard,12009061002
40382,Other Coastal,Florida,Brevard,12009071339
40509,Other Coastal,Florida,Brevard,12009071345
45476,Other Coastal,Florida,Brevard,12009071352
49940,Other Coastal,Florida,Brevard,12009060301
49941,Other Coastal,Florida,Brevard,12009060202
49944,Other Coastal,Florida,Brevard,12009060103
49945,Other Coastal,Florida,Brevard,12009065127
49988,Other Coastal,Florida,Brevard,12009071344
49989,Other Coastal,Florida,Brevard,12009065237
49992,Other Coastal,Florida,Brevard,12009071348
52350,Other Coastal,Florida,Brevard,12009065024
52352,Other Coastal,Florida,Brevard,12009064129
53528,Other Coastal,Florida,Brevard,12009064301
53575,Other Coastal,Florida,Brevard,12009065001
53576,Other Coastal,Florida,Brevard,12009064400
53578,Other Coastal,Florida,Brevard,12009060500
53579,Other Coastal,Florida,Brevard,12009060600
54202,Other Coastal,Florida,Brevard,12009063000
55880,Other Coastal,Florida,Brevard,12009062302
55881,Other Coastal,Florida,Brevard,12009063104
55933,Other Coastal,Florida,Brevard,12009065124
62091,Other Coastal,Florida,Brevard,12009071337
65854,Other Coastal,Florida,Brevard,12009060104
65907,Other Coastal,Florida,Brevard,12009064123
68115,Other Coastal,Florida,Brevard,12009071349
69679,Other Coastal,Florida,Brevard,12009071335
69729,Other Coastal,Florida,Brevard,12009071205
71928,Other Coastal,Florida,Brevard,12009071351
75133,Other Coastal,Florida,Brevard,12009065128
75134,Other Coastal,Florida,Brevard,12009071353
78385,Other Coastal,Florida,Brevard,12009071354
78645,Other Coastal,Florida,Brevard,12009060700
79747,Other Coastal,Florida,Brevard,12009062900
80259,Other Coastal,Florida,Brevard,12009062113
83827,Other Coastal,Florida,Brevard,12009068603
9318,Other Coastal,Florida,Bay,12005002712
32727,Other Coastal,Florida,Bay,12005001502
64990,Other Coastal,Florida,Bay,12005001200
78131,Other Coastal,Florida,Bay,12005000301
12468,Other Coastal,Delaware,Sussex,10005050701
12469,Other Coastal,Delaware,Sussex,10005050101
23259,Other Coastal,Delaware,Sussex,10005050405
28706,Other Coastal,Delaware,Sussex,10005050503
34615,Other Coastal,Delaware,Sussex,10005050302
35246,Other Coastal,Delaware,Sussex,10005050506
48348,Other Coastal,Delaware,Sussex,10005050304
52070,Other Coastal,Delaware,Sussex,10005051900
52071,Other Coastal,Delaware,Sussex,10005050200
67322,Other Coastal,Delaware,Sussex,10005050804
70181,Other Coastal,Delaware,Sussex,10005050501
70182,Other Coastal,Delaware,Sussex,10005051400
76718,Other Coastal,Delaware,Sussex,10005050303
76719,Other Coastal,Delaware,Sussex,10005050505
80575,Other Coastal,Delaware,Sussex,10005051702
6,Other Coastal,Delaware,New Castle,10003014302
142,Other Coastal,Delaware,New Castle,10003011100
1708,Other Coastal,Delaware,New Castle,10003001300
1905,Other Coastal,Delaware,New Castle,10003014814
4003,Other Coastal,Delaware,New Castle,10003013611
5916,Other Coastal,Delaware,New Castle,10003010400
6370,Other Coastal,Delaware,New Castle,10003013505
6862,Other Coastal,Delaware,New Castle,10003012200
10027,Other Coastal,Delaware,New Castle,10003014812
10028,Other Coastal,Delaware,New Castle,10003014301
13180,Other Coastal,Delaware,New Castle,10003015600
13182,Other Coastal,Delaware,New Castle,10003013300
13234,Other Coastal,Delaware,New Castle,10003013901
13235,Other Coastal,Delaware,New Castle,10003000200
13236,Other Coastal,Delaware,New Castle,10003000400
13237,Other Coastal,Delaware,New Castle,10003001100
13238,Other Coastal,Delaware,New Castle,10003001600
13239,Other Coastal,Delaware,New Castle,10003013613
13240,Other Coastal,Delaware,New Castle,10003010300
13241,Other Coastal,Delaware,New Castle,10003011205
13242,Other Coastal,Delaware,New Castle,10003013700
13243,Other Coastal,Delaware,New Castle,10003014706
13244,Other Coastal,Delaware,New Castle,10003014803
15942,Other Coastal,Delaware,New Castle,10003013506
19031,Other Coastal,Delaware,New Castle,10003010105
20864,Other Coastal,Delaware,New Castle,10003016805
23288,Other Coastal,Delaware,New Castle,10003013906
23538,Other Coastal,Delaware,New Castle,10003013200
23546,Other Coastal,Delaware,New Castle,10003014705
24305,Other Coastal,Delaware,New Castle,10003014702
25096,Other Coastal,Delaware,New Castle,10003013607
25863,Other Coastal,Delaware,New Castle,10003014502
26127,Other Coastal,Delaware,New Castle,10003011201
26363,Other Coastal,Delaware,New Castle,10003002500
27225,Other Coastal,Delaware,New Castle,10003013903
27766,Other Coastal,Delaware,New Castle,10003013100
27831,Other Coastal,Delaware,New Castle,10003002300
27832,Other Coastal,Delaware,New Castle,10003011500
29030,Other Coastal,Delaware,New Castle,10003010703
30397,Other Coastal,Delaware,New Castle,10003010106
31195,Other Coastal,Delaware,New Castle,10003015100
33524,Other Coastal,Delaware,New Castle,10003014000
33525,Other Coastal,Delaware,New Castle,10003010200
35743,Other Coastal,Delaware,New Castle,10003014909
36801,Other Coastal,Delaware,New Castle,10003011204
39477,Other Coastal,Delaware,New Castle,10003011900
42754,Other Coastal,Delaware,New Castle,10003013610
42984,Other Coastal,Delaware,New Castle,10003002200
43080,Other Coastal,Delaware,New Castle,10003000500
45405,Other Coastal,Delaware,New Castle,10003013400
45489,Other Coastal,Delaware,New Castle,10003014403
48180,Other Coastal,Delaware,New Castle,10003014813
54542,Other Coastal,Delaware,New Castle,10003013608
54544,Other Coastal,Delaware,New Castle,10003002400
54545,Other Coastal,Delaware,New Castle,10003000300
54599,Other Coastal,Delaware,New Castle,10003001500
54600,Other Coastal,Delaware,New Castle,10003002600
54601,Other Coastal,Delaware,New Castle,10003012600
54602,Other Coastal,Delaware,New Castle,10003013612
54603,Other Coastal,Delaware,New Castle,10003010900
54604,Other Coastal,Delaware,New Castle,10003011206
54605,Other Coastal,Delaware,New Castle,10003011400
54606,Other Coastal,Delaware,New Castle,10003011700
54607,Other Coastal,Delaware,New Castle,10003014200
54608,Other Coastal,Delaware,New Castle,10003014404
54609,Other Coastal,Delaware,New Castle,10003014100
54610,Other Coastal,Delaware,New Castle,10003012100
54611,Other Coastal,Delaware,New Castle,10003016301
55129,Other Coastal,Delaware,New Castle,10003011800
55130,Other Coastal,Delaware,New Castle,10003013501
61496,Other Coastal,Delaware,New Castle,10003014908
66486,Other Coastal,Delaware,New Castle,10003012300
66856,Other Coastal,Delaware,New Castle,10003011000
67820,Other Coastal,Delaware,New Castle,10003012000
68179,Other Coastal,Delaware,New Castle,10003013507
71657,Other Coastal,Delaware,New Castle,10003016306
75275,Other Coastal,Delaware,New Castle,10003010800
75276,Other Coastal,Delaware,New Castle,10003014402
78396,Other Coastal,Delaware,New Castle,10003012400
78485,Other Coastal,Delaware,New Castle,10003014904
78633,Other Coastal,Delaware,New Castle,10003014703
79309,Other Coastal,Delaware,New Castle,10003002100
79694,Other Coastal,Delaware,New Castle,10003014809
79904,Other Coastal,Delaware,New Castle,10003011203
80008,Other Coastal,Delaware,New Castle,10003014808
80568,Other Coastal,Delaware,New Castle,10003001200
80569,Other Coastal,Delaware,New Castle,10003011600
81980,Other Coastal,Delaware,New Castle,10003013604
81985,Other Coastal,Delaware,New Castle,10003011300
83484,Other Coastal,Delaware,New Castle,10003001400
83669,Other Coastal,Delaware,New Castle,10003014903
84146,Other Coastal,Delaware,New Castle,10003000601
84192,Other Coastal,Delaware,New Castle,10003014501
84219,Other Coastal,Delaware,New Castle,10003013508
85187,Other Coastal,Delaware,New Castle,10003011202
751,Other Coastal,Delaware,Kent,10001042205
7376,Other Coastal,Delaware,Kent,10001041802
18284,Other Coastal,Delaware,Kent,10001042100
18285,Other Coastal,Delaware,Kent,10001041600
21986,Other Coastal,Delaware,Kent,10001040205
27169,Other Coastal,Delaware,Kent,10001043000
30623,Other Coastal,Delaware,Kent,10001042801
32483,Other Coastal,Delaware,Kent,10001041500
36803,Other Coastal,Delaware,Kent,10001041803
59654,Other Coastal,Delaware,Kent,10001042000
59656,Other Coastal,Delaware,Kent,10001041400
59657,Other Coastal,Delaware,Kent,10001041900
59658,Other Coastal,Delaware,Kent,10001043100
59659,Other Coastal,Delaware,Kent,10001040100
65317,Other Coastal,Delaware,Kent,10001041804
67730,Other Coastal,Delaware,Kent,10001043300
69539,Other Coastal,Delaware,Kent,10001042204
73024,Other Coastal,Delaware,Kent,10001041701
76004,Other Coastal,Delaware,Kent,10001040700
77597,Other Coastal,Delaware,Kent,10001040204
78,Other Coastal,California,Ventura,06111000500
100,Other Coastal,California,Ventura,06111006500
122,Other Coastal,California,Ventura,06111006000
1049,Other Coastal,California,Ventura,06111003302
1125,Other Coastal,California,Ventura,06111001202
1681,Other Coastal,California,Ventura,06111001511
2026,Other Coastal,California,Ventura,06111008402
2933,Other Coastal,California,Ventura,06111005503
3537,Other Coastal,California,Ventura,06111007612
3539,Other Coastal,California,Ventura,06111003201
3544,Other Coastal,California,Ventura,06111007403
3895,Other Coastal,California,Ventura,06111001002
3922,Other Coastal,California,Ventura,06111005004
4807,Other Coastal,California,Ventura,06111007202
4811,Other Coastal,California,Ventura,06111000303
4832,Other Coastal,California,Ventura,06111004000
4892,Other Coastal,California,Ventura,06111001901
5445,Other Coastal,California,Ventura,06111001801
5450,Other Coastal,California,Ventura,06111004902
5473,Other Coastal,California,Ventura,06111005803
5765,Other Coastal,California,Ventura,06111007406
5834,Other Coastal,California,Ventura,06111006900
6697,Other Coastal,California,Ventura,06111008304
6796,Other Coastal,California,Ventura,06111005002
7884,Other Coastal,California,Ventura,06111005203
7885,Other Coastal,California,Ventura,06111000901
7886,Other Coastal,California,Ventura,06111004504
7887,Other Coastal,California,Ventura,06111004200
7888,Other Coastal,California,Ventura,06111007901
7889,Other Coastal,California,Ventura,06111006301
7890,Other Coastal,California,Ventura,06111006600
7891,Other Coastal,California,Ventura,06111007100
7892,Other Coastal,California,Ventura,06111001506
7893,Other Coastal,California,Ventura,06111008201
8298,Other Coastal,California,Ventura,06111001303
8299,Other Coastal,California,Ventura,06111003613
8353,Other Coastal,California,Ventura,06111005005
8355,Other Coastal,California,Ventura,06111004507
8356,Other Coastal,California,Ventura,06111004508
8358,Other Coastal,California,Ventura,06111002301
8359,Other Coastal,California,Ventura,06111005307
8361,Other Coastal,California,Ventura,06111008308
15562,Other Coastal,California,Ventura,06111005205
15563,Other Coastal,California,Ventura,06111007609
15564,Other Coastal,California,Ventura,06111003802
15565,Other Coastal,California,Ventura,06111004717
15566,Other Coastal,California,Ventura,06111007512
15567,Other Coastal,California,Ventura,06111008900
15568,Other Coastal,California,Ventura,06111004505
19217,Other Coastal,California,Ventura,06111000304
19282,Other Coastal,California,Ventura,06111001402
19283,Other Coastal,California,Ventura,06111005502
19438,Other Coastal,California,Ventura,06111002000
21206,Other Coastal,California,Ventura,06111003901
21248,Other Coastal,California,Ventura,06111004710
21251,Other Coastal,California,Ventura,06111007508
21705,Other Coastal,California,Ventura,06111002200
22684,Other Coastal,California,Ventura,06111003700
23084,Other Coastal,California,Ventura,06111003013
23085,Other Coastal,California,Ventura,06111007510
24113,Other Coastal,California,Ventura,06111003102
24179,Other Coastal,California,Ventura,06111006200
24871,Other Coastal,California,Ventura,06111001101
24921,Other Coastal,California,Ventura,06111001401
26238,Other Coastal,California,Ventura,06111007904
28723,Other Coastal,California,Ventura,06111008601
28792,Other Coastal,California,Ventura,06111005804
29139,Other Coastal,California,Ventura,06111005504
29140,Other Coastal,California,Ventura,06111001302
29366,Other Coastal,California,Ventura,06111005404
30091,Other Coastal,California,Ventura,06111001102
30405,Other Coastal,California,Ventura,06111008005
30437,Other Coastal,California,Ventura,06111006102
30440,Other Coastal,California,Ventura,06111003615
30890,Other Coastal,California,Ventura,06111007903
31227,Other Coastal,California,Ventura,06111004400
31756,Other Coastal,California,Ventura,06111003617
31835,Other Coastal,California,Ventura,06111005909
31836,Other Coastal,California,Ventura,06111005910
31898,Other Coastal,California,Ventura,06111004716
34116,Other Coastal,California,Ventura,06111005204
34117,Other Coastal,California,Ventura,06111004711
34118,Other Coastal,California,Ventura,06111980000
35348,Other Coastal,California,Ventura,06111005801
35551,Other Coastal,California,Ventura,06111005403
35672,Other Coastal,California,Ventura,06111005907
35867,Other Coastal,California,Ventura,06111005304
36561,Other Coastal,California,Ventura,06111008101
36690,Other Coastal,California,Ventura,06111000903
36691,Other Coastal,California,Ventura,06111007700
36933,Other Coastal,California,Ventura,06111009400
38366,Other Coastal,California,Ventura,06111006101
39357,Other Coastal,California,Ventura,06111000800
40265,Other Coastal,California,Ventura,06111005906
40438,Other Coastal,California,Ventura,06111008700
41210,Other Coastal,California,Ventura,06111004101
41215,Other Coastal,California,Ventura,06111001602
41335,Other Coastal,California,Ventura,06111008401
41403,Other Coastal,California,Ventura,06111007506
41614,Other Coastal,California,Ventura,06111006800
41648,Other Coastal,California,Ventura,06111008001
41744,Other Coastal,California,Ventura,06111007513
42268,Other Coastal,California,Ventura,06111003608
42432,Other Coastal,California,Ventura,06111002302
42568,Other Coastal,California,Ventura,06111003801
42817,Other Coastal,California,Ventura,06111008800
42913,Other Coastal,California,Ventura,06111004304
42936,Other Coastal,California,Ventura,06111000400
43885,Other Coastal,California,Ventura,06111001509
43895,Other Coastal,California,Ventura,06111001508
44282,Other Coastal,California,Ventura,06111004901
44403,Other Coastal,California,Ventura,06111009600
44530,Other Coastal,California,Ventura,06111007402
44540,Other Coastal,California,Ventura,06111005601
45850,Other Coastal,California,Ventura,06111005308
45851,Other Coastal,California,Ventura,06111009300
45853,Other Coastal,California,Ventura,06111007516
45857,Other Coastal,California,Ventura,06111001510
45859,Other Coastal,California,Ventura,06111003301
45860,Other Coastal,California,Ventura,06111008307
45912,Other Coastal,California,Ventura,06111003101
46553,Other Coastal,California,Ventura,06111009700
46557,Other Coastal,California,Ventura,06111009200
47406,Other Coastal,California,Ventura,06111000902
47407,Other Coastal,California,Ventura,06111005908
47408,Other Coastal,California,Ventura,06111004704
47409,Other Coastal,California,Ventura,06111008004
47410,Other Coastal,California,Ventura,06111005306
47411,Other Coastal,California,Ventura,06111007507
47412,Other Coastal,California,Ventura,06111006700
47413,Other Coastal,California,Ventura,06111007201
47414,Other Coastal,California,Ventura,06111000302
47415,Other Coastal,California,Ventura,06111007505
47416,Other Coastal,California,Ventura,06111002700
56227,Other Coastal,California,Ventura,06111000701
56229,Other Coastal,California,Ventura,06111007509
56230,Other Coastal,California,Ventura,06111007614
56231,Other Coastal,California,Ventura,06111004305
56232,Other Coastal,California,Ventura,06111003011
56233,Other Coastal,California,Ventura,06111007511
56234,Other Coastal,California,Ventura,06111007610
56235,Other Coastal,California,Ventura,06111009100
61506,Other Coastal,California,Ventura,06111002901
61508,Other Coastal,California,Ventura,06111005901
61699,Other Coastal,California,Ventura,06111007607
62464,Other Coastal,California,Ventura,06111001304
63975,Other Coastal,California,Ventura,06111003618
65308,Other Coastal,California,Ventura,06111000702
65627,Other Coastal,California,Ventura,06111005401
66593,Other Coastal,California,Ventura,06111008502
68028,Other Coastal,California,Ventura,06111003010
68030,Other Coastal,California,Ventura,06111007405
68160,Other Coastal,California,Ventura,06111008002
68561,Other Coastal,California,Ventura,06111007000
68621,Other Coastal,California,Ventura,06111006302
68804,Other Coastal,California,Ventura,06111008303
68807,Other Coastal,California,Ventura,06111004503
69016,Other Coastal,California,Ventura,06111006400
69017,Other Coastal,California,Ventura,06111002102
69048,Other Coastal,California,Ventura,06111005006
69573,Other Coastal,California,Ventura,06111007800
69574,Other Coastal,California,Ventura,06111005911
69911,Other Coastal,California,Ventura,06111008501
69912,Other Coastal,California,Ventura,06111003614
71906,Other Coastal,California,Ventura,06111002800
74321,Other Coastal,California,Ventura,06111008302
74322,Other Coastal,California,Ventura,06111005305
75611,Other Coastal,California,Ventura,06111007613
77151,Other Coastal,California,Ventura,06111008202
77152,Other Coastal,California,Ventura,06111001204
78355,Other Coastal,California,Ventura,06111003902
78484,Other Coastal,California,Ventura,06111007515
79445,Other Coastal,California,Ventura,06111002600
79446,Other Coastal,California,Ventura,06111005700
81861,Other Coastal,California,Ventura,06111007611
82738,Other Coastal,California,Ventura,06111001507
83978,Other Coastal,California,Ventura,06111001201
84382,Other Coastal,California,Ventura,06111000600
84810,Other Coastal,California,Ventura,06111008602
85165,Other Coastal,California,Ventura,06111005202
79,Other Coastal,California,Sonoma,06097151308
710,Other Coastal,California,Sonoma,06097151301
1678,Other Coastal,California,Sonoma,06097152204
1999,Other Coastal,California,Sonoma,06097152905
2606,Other Coastal,California,Sonoma,06097151310
2909,Other Coastal,California,Sonoma,06097152502
2962,Other Coastal,California,Sonoma,06097153903
3762,Other Coastal,California,Sonoma,06097153406
5468,Other Coastal,California,Sonoma,06097153201
6388,Other Coastal,California,Sonoma,06097152205
7361,Other Coastal,California,Sonoma,06097150611
9298,Other Coastal,California,Sonoma,06097153405
9299,Other Coastal,California,Sonoma,06097151702
9300,Other Coastal,California,Sonoma,06097151404
9301,Other Coastal,California,Sonoma,06097153712
9302,Other Coastal,California,Sonoma,06097153811
9303,Other Coastal,California,Sonoma,06097151701
16011,Other Coastal,California,Sonoma,06097150609
16012,Other Coastal,California,Sonoma,06097153807
16014,Other Coastal,California,Sonoma,06097153103
19223,Other Coastal,California,Sonoma,06097151307
19349,Other Coastal,California,Sonoma,06097153102
20637,Other Coastal,California,Sonoma,06097150800
20638,Other Coastal,California,Sonoma,06097151203
20639,Other Coastal,California,Sonoma,06097151311
20640,Other Coastal,California,Sonoma,06097150601
20641,Other Coastal,California,Sonoma,06097150901
20642,Other Coastal,California,Sonoma,06097152300
20643,Other Coastal,California,Sonoma,06097153002
20644,Other Coastal,California,Sonoma,06097151900
20645,Other Coastal,California,Sonoma,06097153404
20646,Other Coastal,California,Sonoma,06097150902
20647,Other Coastal,California,Sonoma,06097152203
21306,Other Coastal,California,Sonoma,06097150205
21476,Other Coastal,California,Sonoma,06097151504
27577,Other Coastal,California,Sonoma,06097153806
29458,Other Coastal,California,Sonoma,06097153710
29459,Other Coastal,California,Sonoma,06097153202
29891,Other Coastal,California,Sonoma,06097152402
30278,Other Coastal,California,Sonoma,06097153302
30698,Other Coastal,California,Sonoma,06097152803
31875,Other Coastal,California,Sonoma,06097151204
31876,Other Coastal,California,Sonoma,06097153003
32667,Other Coastal,California,Sonoma,06097150607
33008,Other Coastal,California,Sonoma,06097151000
33009,Other Coastal,California,Sonoma,06097151305
33259,Other Coastal,California,Sonoma,06097150610
33260,Other Coastal,California,Sonoma,06097150305
34479,Other Coastal,California,Sonoma,06097153403
35495,Other Coastal,California,Sonoma,06097151800
35625,Other Coastal,California,Sonoma,06097151206
36689,Other Coastal,California,Sonoma,06097151505
37240,Other Coastal,California,Sonoma,06097153005
38522,Other Coastal,California,Sonoma,06097153601
38719,Other Coastal,California,Sonoma,06097152906
38720,Other Coastal,California,Sonoma,06097153708
39297,Other Coastal,California,Sonoma,06097151506
41211,Other Coastal,California,Sonoma,06097153709
41394,Other Coastal,California,Sonoma,06097153006
42436,Other Coastal,California,Sonoma,06097151205
42440,Other Coastal,California,Sonoma,06097153809
43842,Other Coastal,California,Sonoma,06097150303
44799,Other Coastal,California,Sonoma,06097152201
45169,Other Coastal,California,Sonoma,06097153808
45227,Other Coastal,California,Sonoma,06097150206
45280,Other Coastal,California,Sonoma,06097150702
45485,Other Coastal,California,Sonoma,06097154305
49475,Other Coastal,California,Sonoma,06097151405
49476,Other Coastal,California,Sonoma,06097152401
49477,Other Coastal,California,Sonoma,06097154304
49478,Other Coastal,California,Sonoma,06097153301
49479,Other Coastal,California,Sonoma,06097152804
49480,Other Coastal,California,Sonoma,06097150501
49481,Other Coastal,California,Sonoma,06097153904
49482,Other Coastal,California,Sonoma,06097150502
58795,Other Coastal,California,Sonoma,06097150204
59092,Other Coastal,California,Sonoma,06097150203
59093,Other Coastal,California,Sonoma,06097150612
59094,Other Coastal,California,Sonoma,06097151602
59097,Other Coastal,California,Sonoma,06097153104
59098,Other Coastal,California,Sonoma,06097154202
59099,Other Coastal,California,Sonoma,06097153804
63455,Other Coastal,California,Sonoma,06097150603
63469,Other Coastal,California,Sonoma,06097154000
63470,Other Coastal,California,Sonoma,06097151100
63471,Other Coastal,California,Sonoma,06097151309
63472,Other Coastal,California,Sonoma,06097150602
63473,Other Coastal,California,Sonoma,06097152701
63474,Other Coastal,California,Sonoma,06097152501
63475,Other Coastal,California,Sonoma,06097152903
63476,Other Coastal,California,Sonoma,06097153001
63477,Other Coastal,California,Sonoma,06097152801
63521,Other Coastal,California,Sonoma,06097152000
63522,Other Coastal,California,Sonoma,06097153502
63523,Other Coastal,California,Sonoma,06097152904
63524,Other Coastal,California,Sonoma,06097151503
66546,Other Coastal,California,Sonoma,06097152601
68101,Other Coastal,California,Sonoma,06097153905
68103,Other Coastal,California,Sonoma,06097152100
68632,Other Coastal,California,Sonoma,06097154100
69279,Other Coastal,California,Sonoma,06097153810
69280,Other Coastal,California,Sonoma,06097154307
70824,Other Coastal,California,Sonoma,06097153711
71213,Other Coastal,California,Sonoma,06097154306
72356,Other Coastal,California,Sonoma,06097152702
72415,Other Coastal,California,Sonoma,06097153707
72474,Other Coastal,California,Sonoma,06097152602
72643,Other Coastal,California,Sonoma,06097150100
72774,Other Coastal,California,Sonoma,06097150306
72775,Other Coastal,California,Sonoma,06097151601
73248,Other Coastal,California,Sonoma,06097154201
77717,Other Coastal,California,Sonoma,06097151403
78128,Other Coastal,California,Sonoma,06097153602
78668,Other Coastal,California,Sonoma,06097153705
78669,Other Coastal,California,Sonoma,06097150304
79347,Other Coastal,California,Sonoma,06097151406
81249,Other Coastal,California,Sonoma,06097151306
81250,Other Coastal,California,Sonoma,06097153501
84479,Other Coastal,California,Sonoma,06097150701
84591,Other Coastal,California,Sonoma,06097153902
183,Other Coastal,California,Solano,06095253201
193,Other Coastal,California,Solano,06095252306
1120,Other Coastal,California,Solano,06095253106
9679,Other Coastal,California,Solano,06095252203
9680,Other Coastal,California,Solano,06095252206
16082,Other Coastal,California,Solano,06095250104
16083,Other Coastal,California,Solano,06095250105
16084,Other Coastal,California,Solano,06095250103
16085,Other Coastal,California,Solano,06095252314
16086,Other Coastal,California,Solano,06095252802
19350,Other Coastal,California,Solano,06095251100
20703,Other Coastal,California,Solano,06095252703
20704,Other Coastal,California,Solano,06095252502
20705,Other Coastal,California,Solano,06095252605
20706,Other Coastal,California,Solano,06095252607
20707,Other Coastal,California,Solano,06095252910
20708,Other Coastal,California,Solano,06095253203
20709,Other Coastal,California,Solano,06095253105
20710,Other Coastal,California,Solano,06095250400
20711,Other Coastal,California,Solano,06095252108
20712,Other Coastal,California,Solano,06095251000
20713,Other Coastal,California,Solano,06095251902
24242,Other Coastal,California,Solano,06095252501
24623,Other Coastal,California,Solano,06095252801
25415,Other Coastal,California,Solano,06095251701
26848,Other Coastal,California,Solano,06095250801
27325,Other Coastal,California,Solano,06095252107
27360,Other Coastal,California,Solano,06095252315
27645,Other Coastal,California,Solano,06095250604
30174,Other Coastal,California,Solano,06095253207
30406,Other Coastal,California,Solano,06095252914
30407,Other Coastal,California,Solano,06095252402
31130,Other Coastal,California,Solano,06095252608
31305,Other Coastal,California,Solano,06095252103
31940,Other Coastal,California,Solano,06095252908
31941,Other Coastal,California,Solano,06095252909
31942,Other Coastal,California,Solano,06095250701
33018,Other Coastal,California,Solano,06095252305
33019,Other Coastal,California,Solano,06095252704
